MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
7/31/2014,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,44,5,54,161,11,530,July,2014
7/31/2014,Metro Parks & Recreation,T,Under 20,BLACK,M,Under 1 year,Job Abandonmnt - DO NOT REHIRE,Voluntary,3,44,5,54,161,11,530,July,2014
7/31/2014,OMB ,R,30 to 44 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,4,16,16,161,519,530,July,2014
8/31/2014,Civic Innovation & Technology,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8,8,223,509,519,August,2014
8/31/2014,Community Services,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,7,223,509,519,August,2014
8/31/2014,Louisville Metro Council      ,NULL,20 to 29 years,BLACK,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,NULL,NULL,NULL,NULL,NULL,August,2014
8/31/2014,Metro Parks & Recreation,R,60 to 74 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,133,48,52,223,509,519,August,2014
8/31/2014,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,3,10,103,103,223,509,519,August,2014
8/31/2014,Office of Performance Improvmt,NULL,20 to 29 years,BLACK,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,NULL,NULL,NULL,NULL,NULL,August,2014
7/31/2016,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,4,14,14,176,397,407,July,2016
7/31/2016,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,4,14,14,176,397,407,July,2016
7/31/2016,Metro Police,R,45 to 59 years,WHITE,M,15 to 19.9 years,Resignation                   ,Voluntary,1,17,79,79,176,397,407,July,2016
8/31/2016,Corrections                   ,NULL,20 to 29 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,9,NULL,NULL,NULL,NULL,NULL,August,2016
8/31/2016,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,175,377,385,August,2016
8/31/2016,Zoo,T,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,19,3,26,175,8,385,August,2016
9/30/2016,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,28,2,37,136,10,391,September,2016
9/30/2016,PW&A ,NULL,30 to 44 years,UNKNOWN,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,September,2016
9/30/2016,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,28,5,28,136,10,391,September,2016
10/31/2016,Belle of Louisville           ,NULL,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,22,NULL,NULL,NULL,NULL,NULL,October,2016
10/31/2016,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,176,368,375,October,2016
10/31/2016,Zoo,T,60 to 74 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,71,4,26,176,7,375,October,2016
10/31/2016,Zoo,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,7,71,4,26,176,7,375,October,2016
11/30/2016,Coroner                       ,R,60 to 74 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,2,1,1,128,364,374,November,2016
11/30/2016,Corrections                   ,NULL,20 to 29 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,8,NULL,NULL,NULL,NULL,NULL,November,2016
11/30/2016,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,4,8,4,4,128,364,374,November,2016
11/30/2016,Zoo,T,20 to 29 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,4,48,5,27,128,10,374,November,2016
12/31/2016,Louisville Metro EMS,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,4,4,96,363,371,December,2016
1/31/2017,Corrections                   ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,6,NULL,NULL,NULL,NULL,NULL,January,2017
1/31/2017,Fleet & Facilities,R,45 to 59 years,WHITE,M,15 to 19.9 years,Dismissed - Elig for Rehire,Involuntary,1,2,18,18,61,355,363,January,2017
1/31/2017,Metro Police,R,30 to 44 years,WHITE,F,5 to 9.9 years,Failure to Return from Leave  ,Voluntary,1,5,76,76,61,355,363,January,2017
1/31/2017,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,5,2,2,61,355,363,January,2017
2/28/2017,Metro Parks & Recreation,R,20 to 29 years,UNKNOWN,M,Under 1 year,Dismissed during Probation,Involuntary,1,10,31,32,70,354,360,February,2017
3/31/2017,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resigned during Probation,Voluntary,3,13,4,4,83,359,364,March,2017
4/30/2017,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,83,361,366,April,2017
5/31/2017,Corrections                   ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,9,NULL,NULL,NULL,NULL,NULL,May,2017
5/31/2017,Fire & Rescue,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,53,53,75,358,364,May,2017
5/31/2017,Zoo,T,20 to 29 years,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,11,2,24,75,6,364,May,2017
6/30/2017,Metro Police,R,60 to 74 years,BLACK,M,15 to 19.9 years,Normal Retirement             ,Retired,1,16,82,82,85,359,365,June,2017
7/31/2017,Belle of Louisville           ,NULL,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,July,2017
7/31/2017,Library,R,45 to 59 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,11,25,27,198,359,366,July,2017
7/31/2017,Metro Parks & Recreation,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,57,2,33,198,7,366,July,2017
7/31/2017,Public Health & Wellness,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,4,NULL,NULL,NULL,NULL,NULL,July,2017
8/31/2017,Community Services,R,60 to 74 years,BLACK,F,10 to 14.9 years,Early Retirement              ,Retired,1,7,3,3,179,337,344,August,2017
8/31/2017,Corrections                   ,NULL,45 to 59 years,BLACK,M,Over 20,Resignation                   ,Voluntary,1,5,NULL,NULL,NULL,NULL,NULL,August,2017
8/31/2017,Library,R,30 to 44 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,9,23,25,179,337,344,August,2017
8/31/2017,Metro Parks & Recreation,T,45 to 59 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,65,2,32,179,7,344,August,2017
11/30/2017,Waterfront Development Corp,T,60 to 74 years,WHITE,F,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,2,1,5,135,4,322,November,2017
11/30/2017,Zoo,T,30 to 44 years,WHITE,F,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,44,2,22,135,4,322,November,2017
11/30/2017,Zoo,T,Under 20,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,44,2,22,135,4,322,November,2017
12/31/2017,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,11,4,4,105,315,318,December,2017
12/31/2017,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Dismissed during Probation,Involuntary,1,11,4,4,105,315,318,December,2017
12/31/2017,Metro Parks & Recreation,T,60 to 74 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,10,1,29,105,3,318,December,2017
12/31/2017,Public Health & Wellness,R,60 to 74 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,5,2,2,105,315,318,December,2017
12/31/2017,Zoo,T,45 to 59 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,1,21,105,3,318,December,2017
1/31/2018,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,4,4,4,57,303,307,January,2018
1/31/2018,Metro Parks & Recreation,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,8,29,30,57,303,307,January,2018
2/28/2018,Corrections                   ,NULL,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,NULL,NULL,NULL,NULL,NULL,February,2018
2/28/2018,County Attorney               ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,64,303,307,February,2018
2/28/2018,Louisville Metro EMS,R,60 to 74 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,8,4,4,64,303,307,February,2018
3/31/2018,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,3,13,65,65,97,303,309,March,2018
3/31/2018,Metro Police,R,60 to 74 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,13,65,65,97,303,309,March,2018
3/31/2018,Zoo,R,20 to 29 years,HISPA,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,19,22,97,303,309,March,2018
4/30/2018,Metro Parks & Recreation,T,Under 20,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,9,2,29,69,7,309,April,2018
4/30/2018,Metro Police,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,9,63,63,69,302,309,April,2018
4/30/2018,Metro Police,R,45 to 59 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,9,63,63,69,302,309,April,2018
5/31/2018,Codes & Regulations,R,45 to 59 years,UNKNOWN,M,Under 1 year,Unsatisfactory Performance    ,Involuntary,1,1,16,16,75,299,305,May,2018
5/31/2018,Fire & Rescue,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,43,43,75,299,305,May,2018
5/31/2018,Louisville Metro EMS,R,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,9,4,4,75,299,305,May,2018
5/31/2018,Metro Parks & Recreation,T,30 to 44 years,UNKNOWN,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,17,2,28,75,6,305,May,2018
6/30/2018,County Attorney               ,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,3,3,84,298,305,June,2018
6/30/2018,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,84,298,305,June,2018
7/31/2018,Fire & Rescue,R,30 to 44 years,WHITE,M,Over 20,Normal Retirement             ,Retired,2,9,43,43,130,295,301,July,2018
7/31/2018,Metro Parks & Recreation,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,51,26,28,130,295,301,July,2018
7/31/2018,PW&A ,R,45 to 59 years,BLACK,M,Over 20,Dismissed - Elig for Rehire,Involuntary,1,6,30,30,130,295,301,July,2018
7/31/2018,Zoo,T,Under 20,UNKNOWN,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,9,3,21,130,6,301,July,2018
8/31/2018,Louisville Metro Council      ,R,20 to 29 years,UNKNOWN,M,Under 1 year,Elimination of Position       ,Involuntary,1,2,5,5,241,291,297,August,2018
8/31/2018,Metro Police,R,45 to 59 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,30,64,64,241,291,297,August,2018
8/31/2018,Zoo,T,45 to 59 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,31,3,21,241,6,297,August,2018
9/30/2018,Library,R,45 to 59 years,WHITE,F,15 to 19.9 years,Resignation                   ,Voluntary,1,4,22,23,97,285,291,September,2018
9/30/2018,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,4,4,97,285,291,September,2018
10/31/2018,Belle of Louisville           ,NULL,45 to 59 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,23,NULL,NULL,NULL,NULL,NULL,October,2018
10/31/2018,Louisville Metro EMS,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,12,4,4,184,282,286,October,2018
1/31/2019,Community Services,R,45 to 59 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,6,4,4,82,270,272,January,2019
1/31/2019,Office of Performance Improvmt,NULL,30 to 44 years,BLACK,M,10 to 14.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,January,2019
2/28/2019,County Attorney               ,R,45 to 59 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,3,3,43,267,270,February,2019
2/28/2019,Zoo,T,20 to 29 years,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,2,1,17,43,3,270,February,2019
3/31/2019,Louisville Metro EMS,R,30 to 44 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,10,4,4,99,263,267,March,2019
3/31/2019,Zoo,T,60 to 74 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,3,3,19,99,4,267,March,2019
4/30/2019,County Attorney               ,R,45 to 59 years,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,67,265,269,April,2019
4/30/2019,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,10,1,24,67,4,269,April,2019
4/30/2019,Metro Police,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,10,57,57,67,265,269,April,2019
4/30/2019,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,2,1,1,67,265,269,April,2019
5/31/2019,Metro Parks & Recreation,R,45 to 59 years,BLACK,M,Over 20,Disability                    ,Retired,2,20,23,25,86,262,267,May,2019
6/30/2019,Louisville Metro Council      ,R,30 to 44 years,UNKNOWN,M,Under 1 year,Term Due to Lay Off           ,Involuntary,1,2,6,6,98,257,263,June,2019
6/30/2019,PW&A ,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,5,25,25,98,257,263,June,2019
7/31/2019,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,93,257,263,July,2019
7/31/2019,Metro Parks & Recreation,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,15,2,23,93,6,263,July,2019
8/31/2016,Youth Detention Services      ,R,30 to 44 years,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,7,3,3,175,377,385,August,2016
8/31/2016,Zoo,T,20 to 29 years,UNKNOWN,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,19,3,26,175,8,385,August,2016
8/31/2016,Zoo,T,Under 20,UNKNOWN,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,19,3,26,175,8,385,August,2016
9/30/2016,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,M,Over 20,Resignation                   ,Voluntary,1,2,13,13,136,381,391,September,2016
9/30/2016,Library,T,60 to 74 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,2,30,136,10,391,September,2016
9/30/2016,Metro Parks & Recreation,R,45 to 59 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,28,35,37,136,381,391,September,2016
9/30/2016,Metro Police,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,26,82,82,136,381,391,September,2016
9/30/2016,Zoo,T,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,28,5,28,136,10,391,September,2016
10/31/2016,Metro Police,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,13,77,77,176,368,375,October,2016
10/31/2016,Youth Detention Services      ,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,176,368,375,October,2016
10/31/2016,Zoo,T,20 to 29 years,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,4,71,4,26,176,7,375,October,2016
11/30/2016,Metro Parks & Recreation,T,20 to 29 years,BLACK,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,2,35,128,10,374,November,2016
11/30/2016,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,15 to 19.9 years,End Seasonal Employment,Temp/Seasonal,1,17,2,35,128,10,374,November,2016
11/30/2016,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,128,364,374,November,2016
12/31/2016,Corrections                   ,NULL,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,5,NULL,NULL,NULL,NULL,NULL,December,2016
12/31/2016,Office of Performance Improvmt,NULL,45 to 59 years,UNKNOWN,M,Under 1 year,Resigned in Lieu of Dismissal,Voluntary,1,2,NULL,NULL,NULL,NULL,NULL,December,2016
1/31/2017,Library,R,60 to 74 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,2,5,23,25,61,355,363,January,2017
1/31/2017,Zoo,T,45 to 59 years,WHITE,M,Over 20,End Seasonal Employment,Temp/Seasonal,1,5,4,26,61,8,363,January,2017
2/28/2017,OMB ,R,60 to 74 years,WHITE,F,15 to 19.9 years,Normal Retirement             ,Retired,1,2,11,11,70,354,360,February,2017
2/28/2017,Youth Detention Services      ,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,2,2,2,70,354,360,February,2017
2/28/2017,Zoo,T,45 to 59 years,WHITE,F,Over 20,End Seasonal Employment,Temp/Seasonal,1,8,2,24,70,6,360,February,2017
3/31/2017,County Attorney               ,R,30 to 44 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,2,2,2,83,359,364,March,2017
3/31/2017,Parking Authority of River Cty,R,45 to 59 years,WHITE,F,Over 20,Dismissed - Elig for Rehire,Involuntary,1,1,3,3,83,359,364,March,2017
5/31/2017,Fleet & Facilities,R,30 to 44 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,4,16,16,75,358,364,May,2017
5/31/2017,Library,R,Under 20,UNKNOWN,F,Under 1 year,Dismissed during Probation,Involuntary,1,4,24,26,75,358,364,May,2017
5/31/2017,Metro Animal Services         ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,75,358,364,May,2017
5/31/2017,Metro Police,R,30 to 44 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,6,82,82,75,358,364,May,2017
6/30/2017,Belle of Louisville           ,NULL,20 to 29 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,5,NULL,NULL,NULL,NULL,NULL,June,2017
6/30/2017,Community Services,R,60 to 74 years,BLACK,F,15 to 19.9 years,Normal Retirement             ,Retired,1,3,3,3,85,359,365,June,2017
6/30/2017,Corrections                   ,NULL,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,7,NULL,NULL,NULL,NULL,NULL,June,2017
6/30/2017,Develop Louisville,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,1,5,5,85,359,365,June,2017
6/30/2017,Fleet & Facilities,R,45 to 59 years,WHITE,M,10 to 14.9 years,Resignation                   ,Voluntary,1,5,16,16,85,359,365,June,2017
6/30/2017,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,11,1,32,85,6,365,June,2017
6/30/2017,Zoo,R,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,7,22,24,85,359,365,June,2017
7/31/2017,Human Relations Commission    ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,2,198,359,366,July,2017
7/31/2017,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,6,198,359,366,July,2017
7/31/2017,Metro Police,R,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,37,82,82,198,359,366,July,2017
11/30/2018,Metro Police,R,45 to 59 years,UNKNOWN,M,Under 1 year,Resignation                   ,Voluntary,1,14,59,59,131,275,279,November,2018
11/30/2018,Zoo,R,20 to 29 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,55,17,20,131,275,279,November,2018
12/31/2018,PW&A ,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,4,26,26,99,271,273,December,2018
1/31/2019,Economic Development ,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,1,1,82,270,272,January,2019
2/28/2019,Louisville Metro EMS,R,20 to 29 years,UNKNOWN,F,1 to 4.9 years,Resignation                   ,Voluntary,1,4,4,4,43,267,270,February,2019
2/28/2019,Metro Police,R,Over 74,BLACK,F,10 to 14.9 years,Normal Retirement             ,Retired,1,6,57,57,43,267,270,February,2019
3/31/2019,Community Services,NULL,20 to 29 years,UNKNOWN,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,19,NULL,NULL,NULL,NULL,NULL,March,2019
3/31/2019,Corrections                   ,R,20 to 29 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,4,1,1,99,263,267,March,2019
3/31/2019,County Attorney               ,R,60 to 74 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,4,3,3,99,263,267,March,2019
3/31/2019,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,6,6,99,263,267,March,2019
3/31/2019,Louisville Metro Council      ,R,45 to 59 years,UNKNOWN,F,Under 1 year,Resignation                   ,Voluntary,1,3,5,5,99,263,267,March,2019
3/31/2019,Louisville Metro EMS,R,30 to 44 years,UNKNOWN,M,1 to 4.9 years,Resignation                   ,Voluntary,1,10,4,4,99,263,267,March,2019
