DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,PARETO_TYPE,TOTAL_HOURS,TOTAL EMPLOYEE,TOTAL AVAL HOURS,LOST WORKTIME RATE
PW&A ,5/5/2018,WORKERS COMP,960,457,36540,0.026272
PW&A ,5/19/2018,FMLA,347.25,457,36540,0.009503
PW&A ,5/19/2018,FUNERAL,148,457,36540,0.00405
PW&A ,5/19/2018,SICK,1466.49,457,36540,0.040133
PW&A ,5/19/2018,SUSPENSION,16,457,36540,0.000437
PW&A ,5/19/2018,UNPAID ABSENCE,218.36,457,36540,0.005975
PW&A ,5/19/2018,WORKERS COMP,686,457,36540,0.018773
PW&A ,6/2/2018,FMLA,384,456,36460,0.010532
PW&A ,6/2/2018,FUNERAL,60,456,36460,0.001645
PW&A ,6/2/2018,JURY DUTY,8,456,36460,0.000219
PW&A ,6/2/2018,SICK,1411.4,456,36460,0.03871
PW&A ,6/2/2018,SUSPENSION,48,456,36460,0.001316
PW&A ,6/2/2018,UNPAID ABSENCE,134.14,456,36460,0.003679
PW&A ,6/2/2018,WORKERS COMP,640,456,36460,0.017553
PW&A ,6/16/2018,FMLA,475,454,36300,0.013085
PW&A ,6/16/2018,FUNERAL,138,454,36300,0.003801
PW&A ,6/16/2018,MILITARY,10,454,36300,0.000275
PW&A ,6/16/2018,SICK,1144.03,454,36300,0.031515
PW&A ,6/16/2018,SUSPENSION,80,454,36300,0.002203
PW&A ,6/16/2018,UNPAID ABSENCE,99.25,454,36300,0.002734
PW&A ,6/16/2018,WORKERS COMP,648,454,36300,0.017851
PW&A ,6/30/2018,FMLA,447.75,454,36300,0.012334
PW&A ,6/30/2018,FUNERAL,96,454,36300,0.002644
PW&A ,6/30/2018,JURY DUTY,8,454,36300,0.00022
PW&A ,6/30/2018,MILITARY,80,454,36300,0.002203
PW&A ,6/30/2018,SICK,1267.85,454,36300,0.034926
PW&A ,6/30/2018,SUSPENSION,64,454,36300,0.001763
PW&A ,6/30/2018,UNPAID ABSENCE,60.93,454,36300,0.001678
PW&A ,6/30/2018,WORKERS COMP,584,454,36300,0.016088
PW&A ,7/14/2018,FMLA,504.33,453,36220,0.013924
PW&A ,7/14/2018,FUNERAL,93,453,36220,0.002567
PW&A ,7/14/2018,MILITARY,116,453,36220,0.003202
PW&A ,7/14/2018,SICK,1325.95,453,36220,0.036608
PW&A ,7/14/2018,SUSPENSION,268,453,36220,0.007399
PW&A ,7/14/2018,UNPAID ABSENCE,188.02,453,36220,0.005191
PW&A ,7/14/2018,WORKERS COMP,568,453,36220,0.015681
PW&A ,7/28/2018,FMLA,548.45,452,36140,0.015175
PW&A ,7/28/2018,FUNERAL,102,452,36140,0.002822
PW&A ,7/28/2018,MEDICAL,0,452,36140,0
PW&A ,7/28/2018,MILITARY,60,452,36140,0.00166
PW&A ,7/28/2018,SICK,1425.9,452,36140,0.039454
PW&A ,7/28/2018,SUSPENSION,252,452,36140,0.006972
PW&A ,7/28/2018,UNPAID ABSENCE,176.56,452,36140,0.004885
PW&A ,7/28/2018,WORKERS COMP,640,452,36140,0.017708
PW&A ,8/11/2018,FMLA,760.4,451,36060,0.021087
PW&A ,8/11/2018,FUNERAL,204,451,36060,0.005657
PW&A ,8/11/2018,MEDICAL,0,451,36060,0
PW&A ,8/11/2018,SICK,1740.48,451,36060,0.048266
PW&A ,8/11/2018,SUSPENSION,40,451,36060,0.001109
PW&A ,8/11/2018,UNPAID ABSENCE,258.3,451,36060,0.007163
PW&A ,8/11/2018,WORKERS COMP,496,451,36060,0.013754
PW&A ,8/25/2018,FMLA,934.75,447,35740,0.026154
PW&A ,8/25/2018,FUNERAL,170,447,35740,0.004756
PW&A ,8/25/2018,SICK,1238.75,447,35740,0.03466
PW&A ,8/25/2018,SUSPENSION,78,447,35740,0.002182
PW&A ,8/25/2018,UNPAID ABSENCE,252.75,447,35740,0.007071
PW&A ,8/25/2018,WORKERS COMP,560,447,35740,0.015668
PW&A ,9/8/2018,FMLA,599,446,35660,0.016797
PW&A ,9/8/2018,FUNERAL,78.5,446,35660,0.002201
PW&A ,9/8/2018,JURY DUTY,16,446,35660,0.000448
PW&A ,9/8/2018,SICK,1001.41,446,35660,0.028082
PW&A ,9/8/2018,SUSPENSION,220,446,35660,0.006169
PW&A ,9/8/2018,UNPAID ABSENCE,268.24,446,35660,0.007522
PW&A ,9/8/2018,WORKERS COMP,608,446,35660,0.017049
PW&A ,9/22/2018,FMLA,403,444,35500,0.011352
PW&A ,9/22/2018,FUNERAL,118,444,35500,0.003323
PW&A ,9/22/2018,MEDICAL,0,444,35500,0
PW&A ,9/22/2018,SICK,975.47,444,35500,0.027478
PW&A ,9/22/2018,SUSPENSION,212,444,35500,0.005971
PW&A ,9/22/2018,UNPAID ABSENCE,129.55,444,35500,0.003649
PW&A ,9/22/2018,WORKERS COMP,730,444,35500,0.020563
PW&A ,10/6/2018,FMLA,255.06,446,35660,0.007152
PW&A ,10/6/2018,FUNERAL,86,446,35660,0.002411
PW&A ,10/6/2018,MILITARY,10,446,35660,0.00028
PW&A ,10/6/2018,SICK,1172.2,446,35660,0.032871
PW&A ,10/6/2018,SUSPENSION,216,446,35660,0.006057
PW&A ,10/6/2018,UNPAID ABSENCE,87.79,446,35660,0.002461
PW&A ,10/6/2018,WORKERS COMP,688,446,35660,0.019293
PW&A ,10/20/2018,FMLA,309.75,447,35740,0.008666
PW&A ,10/20/2018,FUNERAL,67.5,447,35740,0.001888
PW&A ,10/20/2018,JURY DUTY,40,447,35740,0.001119
PW&A ,10/20/2018,SICK,1078.92,447,35740,0.030188
PW&A ,10/20/2018,SUSPENSION,168,447,35740,0.0047
PW&A ,10/20/2018,UNPAID ABSENCE,64.45,447,35740,0.001803
PW&A ,10/20/2018,WORKERS COMP,616,447,35740,0.017235
PW&A ,11/3/2018,FMLA,352,447,35740,0.009848
PW&A ,11/3/2018,FUNERAL,28.5,447,35740,0.000797
PW&A ,11/3/2018,MEDICAL,16,447,35740,0.000447
PW&A ,11/3/2018,MILITARY,40,447,35740,0.001119
PW&A ,11/3/2018,SICK,1077.2,447,35740,0.030139
PW&A ,11/3/2018,UNPAID ABSENCE,160.87,447,35740,0.004501
PW&A ,11/3/2018,WORKERS COMP,720,447,35740,0.020145
PW&A ,11/17/2018,FMLA,360.45,458,36620,0.009842
PW&A ,11/17/2018,FUNERAL,140,458,36620,0.003823
PW&A ,11/17/2018,MEDICAL,80,458,36620,0.002184
PW&A ,11/17/2018,SICK,971.55,458,36620,0.02653
PW&A ,11/17/2018,SUSPENSION,80,458,36620,0.002184
PW&A ,11/17/2018,UNPAID ABSENCE,151.88,458,36620,0.004147
PW&A ,11/17/2018,WORKERS COMP,808,458,36620,0.022064
PW&A ,12/1/2018,FMLA,396,457,36540,0.010837
PW&A ,12/1/2018,FUNERAL,176,457,36540,0.004816
PW&A ,12/1/2018,MEDICAL,80,457,36540,0.002189
PW&A ,12/1/2018,MILITARY,40,457,36540,0.001094
PW&A ,12/1/2018,SICK,726.6,457,36540,0.019885
PW&A ,12/1/2018,SUSPENSION,82.14,457,36540,0.002247
PW&A ,12/1/2018,UNPAID ABSENCE,234.21,457,36540,0.006409
PW&A ,12/1/2018,WORKERS COMP,792,457,36540,0.021674
PW&A ,12/15/2018,FMLA,546.72,456,36460,0.014995
PW&A ,12/15/2018,FUNERAL,96,456,36460,0.002633
PW&A ,12/15/2018,MEDICAL,80,456,36460,0.002194
PW&A ,12/15/2018,SICK,966,456,36460,0.026494
PW&A ,12/15/2018,SUSPENSION,118,456,36460,0.003236
PW&A ,12/15/2018,UNPAID ABSENCE,263.45,456,36460,0.007225
PW&A ,12/15/2018,WORKERS COMP,782,456,36460,0.021448
PW&A ,12/29/2018,FMLA,414.5,453,36220,0.011443
PW&A ,12/29/2018,FUNERAL,118,453,36220,0.003257
PW&A ,12/29/2018,JURY DUTY,10,453,36220,0.000276
PW&A ,12/29/2018,MEDICAL,80,453,36220,0.002208
PW&A ,12/29/2018,SICK,845.05,453,36220,0.023331
PW&A ,12/29/2018,SUSPENSION,182,453,36220,0.005024
PW&A ,12/29/2018,UNPAID ABSENCE,371.65,453,36220,0.01026
PW&A ,12/29/2018,WORKERS COMP,1256,453,36220,0.034676
PW&A ,1/12/2019,FMLA,298,453,36220,0.008227
PW&A ,1/12/2019,FUNERAL,110,453,36220,0.003036
PW&A ,1/12/2019,MEDICAL,80,453,36220,0.002208
PW&A ,1/12/2019,SICK,969.6,453,36220,0.026769
PW&A ,1/12/2019,SUSPENSION,100,453,36220,0.00276
PW&A ,1/12/2019,UNPAID ABSENCE,345.3,453,36220,0.009533
PW&A ,1/12/2019,WORKERS COMP,1210,453,36220,0.033406
PW&A ,1/26/2019,FMLA,170.55,457,36540,0.004667
PW&A ,1/26/2019,FUNERAL,126,457,36540,0.003448
PW&A ,1/26/2019,MEDICAL,80,457,36540,0.002189
PW&A ,1/26/2019,SICK,938.5,457,36540,0.025684
PW&A ,1/26/2019,SUSPENSION,122,457,36540,0.003338
PW&A ,1/26/2019,UNPAID ABSENCE,239.83,457,36540,0.006563
PW&A ,1/26/2019,WORKERS COMP,1150,457,36540,0.031472
PW&A ,2/9/2019,FMLA,114.85,455,36380,0.003156
PW&A ,2/9/2019,FUNERAL,102,455,36380,0.002803
PW&A ,2/9/2019,JURY DUTY,8,455,36380,0.000219
PW&A ,2/9/2019,SICK,1009.45,455,36380,0.027747
PW&A ,2/9/2019,SUSPENSION,70.58,455,36380,0.00194
PW&A ,2/9/2019,UNPAID ABSENCE,469.75,455,36380,0.012912
PW&A ,2/9/2019,WORKERS COMP,1000,455,36380,0.027487
PW&A ,2/23/2019,FMLA,124,453,36220,0.003423
PW&A ,2/23/2019,FUNERAL,160,453,36220,0.004417
PW&A ,2/23/2019,SICK,1037.25,453,36220,0.028637
PW&A ,2/23/2019,SUSPENSION,56,453,36220,0.001546
PW&A ,2/23/2019,UNPAID ABSENCE,292.25,453,36220,0.008068
PW&A ,2/23/2019,WORKERS COMP,924,453,36220,0.02551
PW&A ,3/9/2019,FMLA,276.25,454,36300,0.00761
PW&A ,3/9/2019,FUNERAL,166.5,454,36300,0.004586
PW&A ,3/9/2019,MILITARY,10,454,36300,0.000275
PW&A ,3/9/2019,SICK,1359.3,454,36300,0.037446
PW&A ,3/9/2019,SUSPENSION,26,454,36300,0.000716
PW&A ,3/9/2019,UNPAID ABSENCE,233.25,454,36300,0.006425
PW&A ,3/9/2019,WORKERS COMP,740,454,36300,0.020385
PW&A ,3/23/2019,FMLA,291.5,449,35900,0.008119
PW&A ,3/23/2019,FUNERAL,144,449,35900,0.004011
PW&A ,3/23/2019,SICK,1427.98,449,35900,0.039776
PW&A ,3/23/2019,SUSPENSION,8,449,35900,0.000222
PW&A ,3/23/2019,UNPAID ABSENCE,205.29,449,35900,0.005718
PW&A ,3/23/2019,WORKERS COMP,640,449,35900,0.017827
PW&A ,4/6/2019,FMLA,238.5,447,35740,0.006673
PW&A ,4/6/2019,FUNERAL,200,447,35740,0.005595
PW&A ,4/6/2019,SICK,1230.5,447,35740,0.034429
PW&A ,4/6/2019,UNPAID ABSENCE,197.69,447,35740,0.005531
PW&A ,4/6/2019,WORKERS COMP,640,447,35740,0.017907
PW&A ,4/20/2019,FMLA,364.5,445,35580,0.010244
PW&A ,4/20/2019,FUNERAL,88,445,35580,0.002473
PW&A ,4/20/2019,SICK,1093.65,445,35580,0.030737
PW&A ,4/20/2019,UNPAID ABSENCE,236.2,445,35580,0.006638
PW&A ,4/20/2019,WORKERS COMP,648,445,35580,0.018212
PW&A ,5/4/2019,FMLA,512,443,35420,0.014455
PW&A ,5/4/2019,FUNERAL,144,443,35420,0.004065
PW&A ,5/4/2019,SICK,1267.23,443,35420,0.035777
PW&A ,5/4/2019,UNPAID ABSENCE,205.5,443,35420,0.005801
PW&A ,5/4/2019,WORKERS COMP,720,443,35420,0.020327
PW&A ,5/18/2019,FMLA,464.4,441,35260,0.01317
PW&A ,5/18/2019,FUNERAL,228,441,35260,0.006466
PW&A ,5/18/2019,MILITARY,8,441,35260,0.000226
PW&A ,5/18/2019,SICK,1367,441,35260,0.038769
PW&A ,5/18/2019,SUSPENSION,64,441,35260,0.001815
PW&A ,5/18/2019,UNPAID ABSENCE,166.42,441,35260,0.004719
PW&A ,5/18/2019,WORKERS COMP,680,441,35260,0.019285
PW&A ,6/1/2019,FMLA,360.25,439,35100,0.010263
PW&A ,6/1/2019,FUNERAL,112,439,35100,0.00319
PW&A ,6/1/2019,JURY DUTY,62,439,35100,0.001766
PW&A ,6/1/2019,MILITARY,64,439,35100,0.001823
PW&A ,6/1/2019,SICK,1210.95,439,35100,0.0345
PW&A ,6/1/2019,SUSPENSION,16,439,35100,0.000455
PW&A ,6/1/2019,UNPAID ABSENCE,273.47,439,35100,0.007791
PW&A ,6/1/2019,WORKERS COMP,720,439,35100,0.020512
PW&A ,6/15/2019,FMLA,285.5,433,34620,0.008246
PW&A ,6/15/2019,FUNERAL,160,433,34620,0.004621
PW&A ,6/15/2019,JURY DUTY,22,433,34620,0.000635
PW&A ,6/15/2019,MILITARY,80,433,34620,0.00231
PW&A ,6/15/2019,SICK,1537.39,433,34620,0.044407
PW&A ,6/15/2019,SUSPENSION,32,433,34620,0.000924
PW&A ,6/15/2019,UNPAID ABSENCE,101.66,433,34620,0.002936
PW&A ,6/15/2019,WORKERS COMP,640,433,34620,0.018486
PW&A ,6/29/2019,FMLA,414.75,430,34380,0.012063
PW&A ,6/29/2019,FUNERAL,135.5,430,34380,0.003941
PW&A ,6/29/2019,JURY DUTY,16,430,34380,0.000465
PW&A ,6/29/2019,MILITARY,80,430,34380,0.002326
PW&A ,6/29/2019,SICK,1425.35,430,34380,0.041458
PW&A ,6/29/2019,SUSPENSION,120,430,34380,0.00349
PW&A ,6/29/2019,UNPAID ABSENCE,39.75,430,34380,0.001156
PW&A ,6/29/2019,WORKERS COMP,560,430,34380,0.016288
Safe & Healthy Neighborhoods,9/14/2013,SICK,12.5,1,80,0.15625
Safe & Healthy Neighborhoods,5/24/2014,SICK,20,2,160,0.125
Safe & Healthy Neighborhoods,7/19/2014,SICK,10.4,2,160,0.065
Safe & Healthy Neighborhoods,8/16/2014,SICK,20,2,160,0.125
Safe & Healthy Neighborhoods,11/22/2014,SICK,64,3,210,0.304761
Safe & Healthy Neighborhoods,12/6/2014,FUNERAL,64,3,210,0.304761
Safe & Healthy Neighborhoods,12/20/2014,FMLA,8.5,3,210,0.040476
Safe & Healthy Neighborhoods,1/3/2015,FMLA,14,3,210,0.066666
Safe & Healthy Neighborhoods,1/17/2015,FMLA,27,3,210,0.128571
Safe & Healthy Neighborhoods,1/31/2015,FMLA,7,3,210,0.033333
Safe & Healthy Neighborhoods,1/31/2015,SICK,10.5,3,210,0.05
Safe & Healthy Neighborhoods,2/14/2015,FMLA,12,3,210,0.057142
Safe & Healthy Neighborhoods,2/14/2015,SICK,24,3,210,0.114285
Safe & Healthy Neighborhoods,2/28/2015,SICK,120,3,210,0.571428
Safe & Healthy Neighborhoods,3/14/2015,FMLA,8,3,210,0.038095
Safe & Healthy Neighborhoods,3/28/2015,FMLA,6.5,3,210,0.030952
Safe & Healthy Neighborhoods,4/11/2015,FMLA,3,3,210,0.014285
Safe & Healthy Neighborhoods,4/11/2015,SICK,4,3,210,0.019047
Safe & Healthy Neighborhoods,4/25/2015,FMLA,272,3,210,1.295238
Safe & Healthy Neighborhoods,4/25/2015,FUNERAL,24,3,210,0.114285
Safe & Healthy Neighborhoods,4/25/2015,SICK,20,3,210,0.095238
Safe & Healthy Neighborhoods,5/23/2015,FMLA,96,4,290,0.331034
Safe & Healthy Neighborhoods,5/23/2015,SICK,6,4,290,0.020689
Safe & Healthy Neighborhoods,7/18/2015,SICK,72,4,290,0.248275
Safe & Healthy Neighborhoods,9/12/2015,FMLA,32,4,290,0.110344
Safe & Healthy Neighborhoods,9/26/2015,FMLA,80,4,290,0.275862
Safe & Healthy Neighborhoods,10/10/2015,FMLA,80,4,290,0.275862
Safe & Healthy Neighborhoods,10/10/2015,SICK,16,4,290,0.055172
Safe & Healthy Neighborhoods,10/24/2015,FMLA,69,4,290,0.237931
Safe & Healthy Neighborhoods,11/7/2015,FMLA,36,4,290,0.124137
Safe & Healthy Neighborhoods,11/21/2015,FMLA,33.5,3,210,0.159523
Safe & Healthy Neighborhoods,12/19/2015,SICK,6.5,3,210,0.030952
Safe & Healthy Neighborhoods,3/12/2016,SICK,40,5,370,0.108108
Safe & Healthy Neighborhoods,5/21/2016,SICK,18,5,370,0.048648
Safe & Healthy Neighborhoods,7/2/2016,SICK,16,5,370,0.043243
Safe & Healthy Neighborhoods,7/16/2016,SICK,2,5,370,0.005405
Safe & Healthy Neighborhoods,8/27/2016,SICK,8,5,370,0.021621
Safe & Healthy Neighborhoods,9/24/2016,SICK,104,5,370,0.281081
Safe & Healthy Neighborhoods,10/22/2016,SICK,8,5,370,0.021621
Safe & Healthy Neighborhoods,11/5/2016,SICK,7,5,370,0.018918
Safe & Healthy Neighborhoods,12/3/2016,UNPAID ABSENCE,4.55,5,370,0.012297
Safe & Healthy Neighborhoods,12/17/2016,SICK,8,5,370,0.021621
Safe & Healthy Neighborhoods,1/14/2017,SICK,5.94,6,450,0.0132
Safe & Healthy Neighborhoods,1/14/2017,UNPAID ABSENCE,5.06,6,450,0.011244
Safe & Healthy Neighborhoods,1/28/2017,SUSPENSION,16,6,450,0.035555
Safe & Healthy Neighborhoods,1/28/2017,UNPAID ABSENCE,11.5,6,450,0.025555
Safe & Healthy Neighborhoods,2/11/2017,SUSPENSION,40,6,450,0.088888
Safe & Healthy Neighborhoods,2/25/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,3/11/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,3/25/2017,SICK,4,6,450,0.008888
Safe & Healthy Neighborhoods,3/25/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,4/8/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,4/22/2017,SICK,0,6,450,0
Safe & Healthy Neighborhoods,4/22/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,5/6/2017,SUSPENSION,80,6,450,0.177777
Safe & Healthy Neighborhoods,8/26/2017,SICK,8,6,450,0.017777
Safe & Healthy Neighborhoods,9/9/2017,SICK,20,6,450,0.044444
Safe & Healthy Neighborhoods,9/23/2017,SICK,10,6,450,0.022222
Safe & Healthy Neighborhoods,1/13/2018,SICK,3,6,450,0.006666
Safe & Healthy Neighborhoods,2/10/2018,SICK,0.75,6,450,0.001666
Safe & Healthy Neighborhoods,3/24/2018,SICK,6,7,530,0.01132
Safe & Healthy Neighborhoods,8/25/2018,SICK,10.25,8,640,0.016015
Safe & Healthy Neighborhoods,10/20/2018,SICK,14,18,1440,0.009722
Safe & Healthy Neighborhoods,11/3/2018,SICK,8,18,1440,0.005555
Safe & Healthy Neighborhoods,11/17/2018,SICK,8,18,1440,0.005555
Safe & Healthy Neighborhoods,12/15/2018,SICK,10,18,1440,0.006944
Safe & Healthy Neighborhoods,12/29/2018,SICK,48,18,1440,0.033333
Safe & Healthy Neighborhoods,1/12/2019,SICK,60,15,1200,0.05
Safe & Healthy Neighborhoods,1/26/2019,MEDICAL,7,17,1360,0.005147
Safe & Healthy Neighborhoods,1/26/2019,SICK,25,17,1360,0.018382
Safe & Healthy Neighborhoods,2/23/2019,SICK,22,17,1360,0.016176
Safe & Healthy Neighborhoods,3/9/2019,SICK,14,18,1440,0.009722
Safe & Healthy Neighborhoods,3/23/2019,SICK,12,18,1440,0.008333
Safe & Healthy Neighborhoods,4/6/2019,SICK,22,18,1440,0.015277
Safe & Healthy Neighborhoods,4/20/2019,SICK,80.5,16,1280,0.06289
Safe & Healthy Neighborhoods,5/4/2019,FUNERAL,7,18,1440,0.004861
Safe & Healthy Neighborhoods,5/4/2019,SICK,21,18,1440,0.014583
Safe & Healthy Neighborhoods,5/18/2019,SICK,16,18,1440,0.011111
Safe & Healthy Neighborhoods,6/1/2019,SICK,20.9,18,1440,0.014513
Safe & Healthy Neighborhoods,6/15/2019,SICK,16,17,1360,0.011764
Safe & Healthy Neighborhoods,6/29/2019,SICK,22,16,1280,0.017187
Waterfront Development Corp,7/20/2013,SICK,23,25,1980,0.011616
Waterfront Development Corp,7/20/2013,UNPAID ABSENCE,16,25,1980,0.00808
Waterfront Development Corp,8/3/2013,SICK,68,24,1900,0.035789
Waterfront Development Corp,8/3/2013,UNPAID ABSENCE,32,24,1900,0.016842
Waterfront Development Corp,8/17/2013,FUNERAL,21,24,1900,0.011052
Waterfront Development Corp,8/17/2013,SICK,28.5,24,1900,0.015
Waterfront Development Corp,8/17/2013,UNPAID ABSENCE,32,24,1900,0.016842
Waterfront Development Corp,8/31/2013,SICK,28,22,1740,0.016091
Waterfront Development Corp,8/31/2013,UNPAID ABSENCE,51.68,22,1740,0.029701
Waterfront Development Corp,9/14/2013,SICK,21,21,1660,0.01265
Waterfront Development Corp,9/14/2013,UNPAID ABSENCE,48,21,1660,0.028915
Waterfront Development Corp,9/28/2013,SICK,10,21,1660,0.006024
Waterfront Development Corp,9/28/2013,UNPAID ABSENCE,34,21,1660,0.020481
Waterfront Development Corp,10/12/2013,SICK,22.5,18,1420,0.015845
Waterfront Development Corp,10/12/2013,UNPAID ABSENCE,16,18,1420,0.011267
Waterfront Development Corp,10/26/2013,SICK,37,18,1420,0.026056
Waterfront Development Corp,10/26/2013,UNPAID ABSENCE,79,18,1420,0.055633
Waterfront Development Corp,11/9/2013,SICK,5.5,17,1340,0.004104
Waterfront Development Corp,11/9/2013,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,11/23/2013,SICK,35.25,16,1260,0.027976
Waterfront Development Corp,11/23/2013,UNPAID ABSENCE,32,16,1260,0.025396
Waterfront Development Corp,12/7/2013,SICK,8.5,16,1260,0.006746
Waterfront Development Corp,12/7/2013,UNPAID ABSENCE,32,16,1260,0.025396
Waterfront Development Corp,12/21/2013,SICK,65,16,1260,0.051587
Waterfront Development Corp,12/21/2013,UNPAID ABSENCE,16,16,1260,0.012698
Waterfront Development Corp,1/4/2014,SICK,51,16,1260,0.040476
Waterfront Development Corp,1/4/2014,UNPAID ABSENCE,32,16,1260,0.025396
Waterfront Development Corp,1/18/2014,SICK,28,17,1340,0.020895
Waterfront Development Corp,1/18/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,2/1/2014,SICK,51.5,17,1340,0.038432
Waterfront Development Corp,2/1/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,2/15/2014,SICK,30,17,1340,0.022388
Waterfront Development Corp,2/15/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,3/1/2014,SICK,62,17,1340,0.046268
Waterfront Development Corp,3/1/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,3/15/2014,SICK,38,17,1340,0.028358
Waterfront Development Corp,3/15/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,3/29/2014,SICK,41.75,17,1340,0.031156
Waterfront Development Corp,3/29/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,4/12/2014,SICK,45.25,17,1340,0.033768
Waterfront Development Corp,4/12/2014,UNPAID ABSENCE,24,17,1340,0.01791
Waterfront Development Corp,4/26/2014,SICK,20.25,18,1420,0.01426
Waterfront Development Corp,4/26/2014,UNPAID ABSENCE,24,18,1420,0.016901
Waterfront Development Corp,5/10/2014,SICK,60,19,1500,0.04
Waterfront Development Corp,5/10/2014,UNPAID ABSENCE,16,19,1500,0.010666
Waterfront Development Corp,5/24/2014,SICK,43,20,1580,0.027215
Waterfront Development Corp,5/24/2014,UNPAID ABSENCE,40,20,1580,0.025316
Waterfront Development Corp,6/7/2014,SICK,26.5,23,1820,0.01456
Waterfront Development Corp,6/7/2014,UNPAID ABSENCE,16,23,1820,0.008791
Waterfront Development Corp,6/21/2014,SICK,34,24,1900,0.017894
Waterfront Development Corp,6/21/2014,UNPAID ABSENCE,16,24,1900,0.008421
Waterfront Development Corp,7/5/2014,FMLA,40,23,1820,0.021978
Waterfront Development Corp,7/5/2014,SICK,26.5,23,1820,0.01456
Waterfront Development Corp,7/5/2014,UNPAID ABSENCE,32,23,1820,0.017582
Waterfront Development Corp,7/19/2014,FMLA,80,23,1820,0.043956
Waterfront Development Corp,7/19/2014,SICK,53.5,23,1820,0.029395
Waterfront Development Corp,7/19/2014,UNPAID ABSENCE,16,23,1820,0.008791
Waterfront Development Corp,8/2/2014,FMLA,80,22,1740,0.045977
Waterfront Development Corp,8/2/2014,SICK,34.5,22,1740,0.019827
Waterfront Development Corp,8/2/2014,UNPAID ABSENCE,32,22,1740,0.01839
Waterfront Development Corp,8/16/2014,FMLA,80,22,1740,0.045977
Waterfront Development Corp,8/16/2014,SICK,22.75,22,1740,0.013074
Waterfront Development Corp,8/16/2014,UNPAID ABSENCE,32,22,1740,0.01839
Waterfront Development Corp,8/30/2014,FMLA,104,22,1740,0.05977
Waterfront Development Corp,8/30/2014,SICK,38,22,1740,0.021839
Waterfront Development Corp,8/30/2014,UNPAID ABSENCE,32,22,1740,0.01839
Waterfront Development Corp,9/13/2014,FMLA,88,21,1660,0.053012
Waterfront Development Corp,9/13/2014,SICK,25,21,1660,0.01506
Waterfront Development Corp,9/13/2014,UNPAID ABSENCE,32,21,1660,0.019277
Waterfront Development Corp,9/27/2014,FMLA,16,21,1660,0.009638
Waterfront Development Corp,9/27/2014,FUNERAL,40,21,1660,0.024096
Waterfront Development Corp,9/27/2014,SICK,28,21,1660,0.016867
Waterfront Development Corp,9/27/2014,UNPAID ABSENCE,32,21,1660,0.019277
Waterfront Development Corp,10/11/2014,SICK,59.5,21,1660,0.035843
Waterfront Development Corp,10/11/2014,UNPAID ABSENCE,32,21,1660,0.019277
Waterfront Development Corp,10/25/2014,SICK,73.5,20,1580,0.046518
Waterfront Development Corp,10/25/2014,UNPAID ABSENCE,24,20,1580,0.015189
Waterfront Development Corp,11/8/2014,SICK,35.5,19,1500,0.023666
Waterfront Development Corp,11/8/2014,UNPAID ABSENCE,32,19,1500,0.021333
Waterfront Development Corp,11/22/2014,SICK,93.5,17,1340,0.069776
Waterfront Development Corp,11/22/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,12/6/2014,SICK,42.5,17,1340,0.031716
Waterfront Development Corp,12/6/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,12/20/2014,SICK,77,17,1340,0.057462
Waterfront Development Corp,12/20/2014,UNPAID ABSENCE,32,17,1340,0.02388
Waterfront Development Corp,1/3/2015,SICK,1,17,1340,0.000746
Waterfront Development Corp,1/3/2015,UNPAID ABSENCE,24,17,1340,0.01791
Waterfront Development Corp,1/17/2015,SICK,33,17,1340,0.024626
Waterfront Development Corp,1/17/2015,UNPAID ABSENCE,16,17,1340,0.01194
Waterfront Development Corp,1/31/2015,SICK,16.5,17,1340,0.012313
Waterfront Development Corp,1/31/2015,UNPAID ABSENCE,16,17,1340,0.01194
Waterfront Development Corp,2/14/2015,FUNERAL,20,17,1340,0.014925
Waterfront Development Corp,2/14/2015,SICK,50.5,17,1340,0.037686
Waterfront Development Corp,2/14/2015,UNPAID ABSENCE,16,17,1340,0.01194
Waterfront Development Corp,2/28/2015,FUNERAL,24,17,1340,0.01791
Waterfront Development Corp,2/28/2015,SICK,77,17,1340,0.057462
Waterfront Development Corp,2/28/2015,UNPAID ABSENCE,8,17,1340,0.00597
Waterfront Development Corp,3/14/2015,SICK,56,17,1340,0.041791
